degree_id,is_special,name,path,degree_achievement_id,category_id,is_premium,locale_jpn,locale_eng,locale_kor,locale_chs,locale_cht,locale_fre,locale_ita,locale_ger,locale_spa
301501,1,DEG_黄金の王,degree_301501,,4200,0,1,1,1,1,1,1,1,1,1
301502,1,DEG_無貌の暗殺者,degree_301502,,4200,0,1,1,1,1,1,1,1,1,1
301503,1,DEG_宝石魔術の使い手,degree_301503,,4200,0,1,1,1,1,1,1,1,1,1
301504,1,DEG_半人前魔術師,degree_301504,,4200,0,1,1,1,1,1,1,1,1,1
301505,1,DEG_－マキリの杯－,degree_301505,,4200,0,1,1,1,1,1,1,1,1,1
301506,1,DEG_偽りのマスター,degree_301506,,4200,0,1,1,1,1,1,1,1,1,1
301507,1,DEG_不倒の大英雄,degree_301507,,4200,0,1,1,1,1,1,1,1,1,1
301508,1,DEG_聖杯戦争監督役,degree_301508,,4200,0,1,1,1,1,1,1,1,1,1
301401,1,DEG_絢爛の紡ぎ手,degree_301401,,4200,0,1,1,1,1,1,1,1,1,1
301402,1,DEG_炎帝,degree_301402,,4200,0,1,1,1,1,1,1,1,1,1
301403,1,DEG_開闢の錬金術師,degree_301403,,4200,0,1,1,1,1,1,1,1,1,1
301404,1,DEG_大いなる調停者,degree_301404,,4200,0,1,1,1,1,1,1,1,1,1
301405,1,DEG_幽想の少女,degree_301405,,4200,0,1,1,1,1,1,1,1,1,1
301406,1,DEG_狂恋の華鎧,degree_301406,,4200,0,1,1,1,1,1,1,1,1,1
301407,1,DEG_七宝石の姫,degree_301407,,4200,0,1,1,1,1,1,1,1,1,1
301408,1,DEG_奮励の儁秀,degree_301408,,4200,0,1,1,1,1,1,1,1,1,1
302801,1,DEG_魔眼の狩人,degree_302801,,4200,0,1,1,1,1,1,1,1,1,1
302802,1,DEG_刀神,degree_302802,,4200,0,1,1,1,1,1,1,1,1,1
302803,1,DEG_天星剣王,degree_302803,,4200,0,1,1,1,1,1,1,1,1,1
302804,1,DEG_魔導の申し子,degree_302804,,4200,0,1,1,1,1,1,1,1,1,1
302805,1,DEG_怪力乱神,degree_302805,,4200,0,1,1,1,1,1,1,1,1,1
302806,1,DEG_繊細の魔奏者,degree_302806,,4200,0,1,1,1,1,1,1,1,1,1
302807,1,DEG_神狼,degree_302807,,4200,0,1,1,1,1,1,1,1,1,1
302808,1,DEG_開眼者,degree_302808,,4200,0,1,1,1,1,1,1,1,1,1
302809,1,DEG_魔弾の射手,degree_302809,,4200,0,1,1,1,1,1,1,1,1,1
302810,1,DEG_閃耀の双剣,degree_302810,,4200,0,1,1,1,1,1,1,1,1,1
301601,1,DEG_小さなガイド役,degree_301601,,4200,0,1,1,1,1,1,1,1,1,1
301602,1,DEG_元気な腹ペコ少女,degree_301602,,4200,0,1,1,1,1,1,1,1,1,1
301603,1,DEG_ネコミミ魔法使い,degree_301603,,4200,0,1,1,1,1,1,1,1,1,1
302101,1,DEG_覚醒の喧嘩屋,degree_302101,,4200,0,1,1,1,1,1,1,1,1,1
302102,1,DEG_未来占う霊能少女,degree_302102,,4200,0,1,1,1,1,1,1,1,1,1
302103,1,DEG_古の最強吸血鬼,degree_302103,,4200,0,1,1,1,1,1,1,1,1,1
302104,1,DEG_庶民派お嬢様,degree_302104,,4200,0,1,1,1,1,1,1,1,1,1
302105,1,DEG_覇瞳皇帝,degree_302105,,4200,0,1,1,1,1,1,1,1,1,1
301701,1,DEG_戦慄のタツマキ,degree_301701,,4200,0,1,1,1,1,1,1,1,1,1
301702,1,DEG_ハゲマント,degree_301702,,4200,0,1,1,1,1,1,1,1,1,1
301703,1,DEG_鬼サイボーグ,degree_301703,,4200,0,1,1,1,1,1,1,1,1,1
301801,1,DEG_ハーフエルフの精霊術士,degree_301801,,4200,0,1,1,1,1,1,1,1,1,1
301802,1,DEG_毒舌メイド,degree_301802,,4200,0,1,1,1,1,1,1,1,1,1
301803,1,DEG_角持つ鬼族,degree_301803,,4200,0,1,1,1,1,1,1,1,1,1
301901,1,DEG_抱擁の大樹,degree_301901,,4200,0,1,1,1,1,1,1,1,1,1
301902,1,DEG_空挺の船長,degree_301902,,4200,0,1,1,1,1,1,1,1,1,1
301903,1,DEG_日輪の踊り子,degree_301903,,4200,0,1,1,1,1,1,1,1,1,1
301904,1,DEG_月輪の踊り子,degree_301904,,4200,0,1,1,1,1,1,1,1,1,1
301905,1,DEG_みかん色の勇者,degree_301905,,4200,0,1,1,1,1,1,1,1,1,1
301906,1,DEG_高嶺のレディ,degree_301906,,4200,0,1,1,1,1,1,1,1,1,1
301907,1,DEG_罪深き堕天使,degree_301907,,4200,0,1,1,1,1,1,1,1,1,1
301908,1,DEG_未来の白翼,degree_301908,,4200,0,1,1,1,1,1,1,1,1,1
301909,1,DEG_因果の音色,degree_301909,,4200,0,1,1,1,1,1,1,1,1,1
302001,1,DEG_禁則事項です,degree_302001,,4200,0,1,1,1,1,1,1,1,1,1
302002,1,DEG_ユニーク,degree_302002,,4200,0,1,1,1,1,1,1,1,1,1
302003,1,DEG_ただの人間には興味ありません,degree_302003,,4200,0,1,1,1,1,1,1,1,1,1
302201,1,DEG_ゆるふわそよ風,degree_302201,,4200,0,1,1,1,1,1,1,1,1,1
302202,1,DEG_まごころご奉仕,degree_302202,,4200,0,1,1,1,1,1,1,1,1,1
302203,1,DEG_紙上の魔法,degree_302203,,4200,0,1,1,1,1,1,1,1,1,1
302204,1,DEG_いっしょにファイヤー☆,degree_302204,,4200,0,1,1,1,1,1,1,1,1,1
302205,1,DEG_オカルティックナイト,degree_302205,,4200,0,1,1,1,1,1,1,1,1,1
302206,1,DEG_紅の指切り,degree_302206,,4200,0,1,1,1,1,1,1,1,1,1
302207,1,DEG_ジャスティス☆ウサミン,degree_302207,,4200,0,1,1,1,1,1,1,1,1,1
302208,1,DEG_はぴはぴ☆めかにっく,degree_302208,,4200,0,1,1,1,1,1,1,1,1,1
302209,1,DEG_フェイト・レジスタンス,degree_302209,,4200,0,1,1,1,1,1,1,1,1,1
303001,1,DEG_森に帰りたいんですけど,degree_303001,,4200,0,1,1,1,1,1,1,1,1,1
303002,1,DEG_ハンティング・ブルー,degree_303002,,4200,0,1,1,1,1,1,1,1,1,1
303003,1,DEG_ピースフル・スマイル,degree_303003,,4200,0,1,1,1,1,1,1,1,1,1
303004,1,DEG_魔法のあかりんご,degree_303004,,4200,0,1,1,1,1,1,1,1,1,1
303005,1,DEG_パッション☆スター,degree_303005,,4200,0,1,1,1,1,1,1,1,1,1
303006,1,DEG_ガールズ＆モンスター,degree_303006,,4200,0,1,1,1,1,1,1,1,1,1
303007,1,DEG_吸血マタンゴくん,degree_303007,,4200,0,1,1,1,1,1,1,1,1,1
303008,1,DEG_ぼくでも進化できるかな,degree_303008,,4200,0,1,1,1,1,1,1,1,1,1
303009,1,DEG_シャープドロー,degree_303009,,4200,0,1,1,1,1,1,1,1,1,1
302301,1,DEG_静かな意志の、刃,degree_302301,,4200,0,1,1,1,1,1,1,1,1,1
302302,1,DEG_儚い優しさと、魂,degree_302302,,4200,0,1,1,1,1,1,1,1,1,1
302501,1,DEG_ギアス嚮団嚮主,degree_302501,,4200,0,1,1,1,1,1,1,1,1,1
302502,1,DEG_ナイトオブラウンズ,degree_302502,,4200,0,1,1,1,1,1,1,1,1,1
302503,1,DEG_ブリタニアの魔女,degree_302503,,4200,0,1,1,1,1,1,1,1,1,1
302504,1,DEG_永続調和の契り,degree_302504,,4200,0,1,1,1,1,1,1,1,1,1
302505,1,DEG_反逆のルルーシュ,degree_302505,,4200,0,1,1,1,1,1,1,1,1,1
302506,1,DEG_紅蓮舞う,degree_302506,,4200,0,1,1,1,1,1,1,1,1,1
302507,1,DEG_オールハイル・ブリタニア,degree_302507,,4200,0,1,1,1,1,1,1,1,1,1
302508,1,DEG_イエス、ユアマジェスティ,degree_302508,,4200,0,1,1,1,1,1,1,1,1,1
302601,1,DEG_普通だけど,degree_302601,,4200,0,1,1,1,1,1,1,1,1,1
302602,1,DEG_やってやるじゃんね！,degree_302602,,4200,0,1,1,1,1,1,1,1,1,1
302603,1,DEG_超天才,degree_302603,,4200,0,1,1,1,1,1,1,1,1,1
302604,1,DEG_すっげー楽しい！,degree_302604,,4200,0,1,1,1,1,1,1,1,1,1
302605,1,DEG_特別なアイドル,degree_302605,,4200,0,1,1,1,1,1,1,1,1,1
302606,1,DEG_興味ないから,degree_302606,,4200,0,1,1,1,1,1,1,1,1,1
302607,1,DEG_冷たい笑顔,degree_302607,,4200,0,1,1,1,1,1,1,1,1,1
302608,1,DEG_禁忌の使い手,degree_302608,,4200,0,1,1,1,1,1,1,1,1,1
302609,1,DEG_秘めたる正義,degree_302609,,4200,0,1,1,1,1,1,1,1,1,1
302701,1,DEG_唯一無二のチャンピオン,degree_302701,,4200,0,1,1,1,1,1,1,1,1,1
303401,1,DEG_舞い踊るは純白の牙,degree_303401,,4200,0,1,1,1,1,1,1,1,1,1
303402,1,DEG_絶対無敵の大正義,degree_303402,,4200,0,1,1,1,1,1,1,1,1,1
303403,1,DEG_盤上に君臨する究極の王,degree_303403,,4200,0,1,1,1,1,1,1,1,1,1
303404,1,DEG_天を示すは竜の剣,degree_303404,,4300,0,1,1,1,1,1,1,1,1,1
303405,1,DEG_せめてあの世も賑やかに,degree_303405,,4200,0,1,1,1,1,1,1,1,1,1
303406,1,DEG_響き渡るは悪魔の音色,degree_303406,,4200,0,1,1,1,1,1,1,1,1,1
303407,1,DEG_その姿は至高の光,degree_303407,,4200,0,1,1,1,1,1,1,1,1,1
302901,1,DEG_ドーンだYO！,degree_302901,,4200,0,1,1,1,1,1,1,1,1,1
302902,1,DEG_お可愛いこと……。,degree_302902,,4200,0,1,1,1,1,1,1,1,1,1
302903,1,DEG_月まで行って奪い返す,degree_302903,,4200,0,1,1,1,1,1,1,1,1,1
303101,1,DEG_氷の王者,degree_303101,,4200,0,1,1,1,1,1,1,1,1,1
303102,1,DEG_なんとかなる,degree_303102,,4200,0,1,1,1,1,1,1,1,1,1
303103,1,DEG_超・占事略決,degree_303103,,4200,0,1,1,1,1,1,1,1,1,1
303104,1,DEG_我不迷,degree_303104,,4200,0,1,1,1,1,1,1,1,1,1
303105,1,DEG_愛しのエリザ,degree_303105,,4200,0,1,1,1,1,1,1,1,1,1
303106,1,DEG_やんのかコラ,degree_303106,,4200,0,1,1,1,1,1,1,1,1,1
303107,1,DEG_正義の探偵,degree_303107,,4200,0,1,1,1,1,1,1,1,1,1
303108,1,DEG_未来王,degree_303108,,4200,0,1,1,1,1,1,1,1,1,1
303201,1,DEG_異次元の逃亡者,degree_303201,,4200,0,1,1,1,1,1,1,1,1,1
303202,1,DEG_帝王,degree_303202,,4200,0,1,1,1,1,1,1,1,1,1
303203,1,DEG_超光速のプリンセス,degree_303203,,4200,0,1,1,1,1,1,1,1,1,1
303204,1,DEG_日本の総大将,degree_303204,,4200,0,1,1,1,1,1,1,1,1,1
303205,1,DEG_漆黒の幻影,degree_303205,,4200,0,1,1,1,1,1,1,1,1,1
303206,1,DEG_スーパーカー,degree_303206,,4200,0,1,1,1,1,1,1,1,1,1
303207,1,DEG_名優,degree_303207,,4200,0,1,1,1,1,1,1,1,1,1
303208,1,DEG_破天荒,degree_303208,,4200,0,1,1,1,1,1,1,1,1,1
303209,1,DEG_坂路の申し子,degree_303209,,4200,0,1,1,1,1,1,1,1,1,1
303301,1,DEG_草むしり検定挑戦中,degree_303301,,4200,0,1,1,1,1,1,1,1,1,1
303302,1,DEG_草むしり検定5級,degree_303302,,4200,0,1,1,1,1,1,1,1,1,1
303303,1,DEG_草むしり検定3級,degree_303303,,4200,0,1,1,1,1,1,1,1,1,1
303501,1,DEG_電子の歌姫,degree_303501,,4200,1,1,1,1,1,1,1,1,1,1
303502,1,DEG_轟く溌剌,degree_303502,,4200,0,1,1,1,1,1,1,1,1,1
303503,1,DEG_魅惑の歌い手,degree_303503,,4200,0,1,1,1,1,1,1,1,1,1
303504,1,DEG_響く元気,degree_303504,,4200,0,1,1,1,1,1,1,1,1,1
303602,1,DEG_マイペースなプリン,degree_303602,,4200,0,1,1,1,1,1,1,1,1,1
303603,1,DEG_シナモン大好き,degree_303603,,4200,0,1,1,1,1,1,1,1,1,1
303601,1,DEG_ハロー！キティです！,degree_303601,,4200,0,1,1,1,1,1,1,1,1,1
303604,1,DEG_クロミの虜,degree_303604,,4200,0,1,1,1,1,1,1,1,1,1
303702,1,DEG_たよれるいぬさん,degree_303702,,4200,1,1,1,1,1,1,1,1,1,1
303703,1,DEG_黄昏,degree_303703,,4200,1,1,1,1,1,1,1,1,1,1
303701,1,DEG_べんきょーもがんばる！,degree_303701,,4200,1,1,1,1,1,1,1,1,1,1
303704,1,DEG_いばら姫,degree_303704,,4200,1,1,1,1,1,1,1,1,1,1
410001,1,DEG_CGS ローテーション杯 優勝,degree_410001,,4300,0,1,1,1,1,1,1,1,1,1
410002,1,DEG_DBN ローテーション杯 優勝,degree_410002,,4300,0,1,1,1,1,1,1,1,1,1
410003,1,DEG_DBN アンリミテッド杯 優勝,degree_410003,,4300,0,1,1,1,1,1,1,1,1,1
410004,1,DEG_DBN ローテーション杯 vol.2 優勝,degree_410004,,4300,0,1,1,1,1,1,1,1,1,1
410005,1,DEG_2nd Anniversary Cup 優勝,degree_410005,,4300,0,1,1,1,1,1,1,1,1,1
410006,1,DEG_BOS ローテーション杯 優勝,degree_410006,,4300,0,1,1,1,1,1,1,1,1,1
410007,1,DEG_BOS アンリミテッド杯 優勝,degree_410007,,4300,0,1,1,1,1,1,1,1,1,1
410008,1,DEG_BOS ローテーション杯 vol.2 優勝,degree_410008,,4300,0,1,1,1,1,1,1,1,1,1
410009,1,DEG_BOS ローテーション杯 vol.3 優勝,degree_410009,,4300,0,1,1,1,1,1,1,1,1,1
410010,1,DEG_BOS アンリミテッド杯 vol.2 優勝,degree_410010,,4300,0,1,1,1,1,1,1,1,1,1
410020,1,DEG_OOT ローテーション杯 優勝,degree_410020,,4300,0,1,1,1,1,1,1,1,1,1
410021,1,DEG_OOT ローテーション杯 Vol.2 優勝,degree_410021,,4300,0,1,1,1,1,1,1,1,1,1
410022,1,DEG_OOT ローテーション杯 Vol.3 優勝,degree_410022,,4300,0,1,1,1,1,1,1,1,1,1
410025,1,DEG_OOT アンリミテッド杯 優勝,degree_410025,,4300,0,1,1,1,1,1,1,1,1,1
420001,1,DEG_Winter Cup 2018 優勝,degree_420001,,4300,0,1,1,1,1,1,1,1,1,1
410030,1,DEG_ALT ローテーション杯 優勝,degree_410030,,4300,0,1,1,1,1,1,1,1,1,1
410031,1,DEG_ALT ローテーション杯 Vol.2 優勝,degree_410031,,4300,0,1,1,1,1,1,1,1,1,1
410035,1,DEG_ALT アンリミテッド杯 優勝,degree_410035,,4300,0,1,1,1,1,1,1,1,1,1
410040,1,DEG_STR_ローテーション杯_優勝,degree_410040,,4300,0,1,1,1,1,1,1,1,1,1
410041,1,DEG_STR_ローテーション杯_Vol.2_優勝,degree_410041,,4300,0,1,1,1,1,1,1,1,1,1
410045,1,DEG_STR_アンリミテッド杯_優勝,degree_410045,,4300,0,1,1,1,1,1,1,1,1,1
410050,1,DEG_ROG_ローテーション杯_優勝,degree_410050,,4300,0,1,1,1,1,1,1,1,1,1
410055,1,DEG_ROG_アンリミテッド杯_優勝,degree_410055,,4300,0,1,1,1,1,1,1,1,1,1
410060,1,DEG_VEC_ローテーション杯_優勝,degree_410060,,4300,0,1,1,1,1,1,1,1,1,1
410061,1,DEG_VEC_ローテーション杯_Vol.2_優勝,degree_410061,,4300,0,1,1,1,1,1,1,1,1,1
410062,1,DEG_VEC_ローテーション杯_Vol.3_優勝,degree_410062,,4300,0,1,1,1,1,1,1,1,1,1
410065,1,DEG_VEC_アンリミテッド杯_優勝,degree_410065,,4300,0,1,1,1,1,1,1,1,1,1
410070,1,DEG_UCL_ローテーション杯_優勝,degree_410070,,4300,0,1,1,1,1,1,1,1,1,1
410071,1,DEG_UCL_ローテーション杯_Vol.2_優勝,degree_410071,,4300,0,1,1,1,1,1,1,1,1,1
410075,1,DEG_UCL_アンリミテッド杯_優勝,degree_410075,,4300,0,1,1,1,1,1,1,1,1,1
410080,1,DEG_WUP_ローテーション杯_優勝,degree_410080,,4300,0,1,1,1,1,1,1,1,1,1
410081,1,DEG_WUP_ローテーション杯_Vol.2_優勝,degree_410081,,4300,0,1,1,1,1,1,1,1,1,1
410085,1,DEG_WUP_アンリミテッド杯_優勝,degree_410085,,4300,0,1,1,1,1,1,1,1,1,1
410090,1,DEG_FOH_ローテーション杯_優勝,degree_410090,,4300,0,1,1,1,1,1,1,1,1,1
410091,1,DEG_FOH_ローテーション杯_Vol.2_優勝,degree_410091,,4300,0,1,1,1,1,1,1,1,1,1
410095,1,DEG_FOH_アンリミテッド杯_優勝,degree_410095,,4300,0,1,1,1,1,1,1,1,1,1
410100,1,DEG_SOR_ローテーション杯_優勝,degree_410100,,4300,0,1,1,1,1,1,1,1,1,1
410101,1,DEG_SOR_ローテーション杯_Vol.2_優勝,degree_410101,,4300,0,1,1,1,1,1,1,1,1,1
410105,1,DEG_SOR_アンリミテッド杯_優勝,degree_410105,,4300,0,1,1,1,1,1,1,1,1,1
410110,1,DEG_ETA_ローテーション杯_優勝,degree_410110,,4300,0,1,1,1,1,1,1,1,1,1
410111,1,DEG_ETA_ローテーション杯_Vol.2_優勝,degree_410111,,4300,0,1,1,1,1,1,1,1,1,1
410115,1,DEG_ETA_アンリミテッド杯_優勝,degree_410115,,4300,0,1,1,1,1,1,1,1,1,1
410120,1,DEG_DOV_ローテーション杯_優勝,degree_410120,,4300,0,1,1,1,1,1,1,1,1,1
410125,1,DEG_DOV_アンリミテッド杯_優勝,degree_410125,,4300,0,1,1,1,1,1,1,1,1,1
410130,1,DEG_RSC_ローテーション杯_優勝,degree_410130,,4300,0,1,1,1,1,1,1,1,1,1
410131,1,DEG_RSC_ローテーション杯_Vol.2_優勝,degree_410131,,4300,0,1,1,1,1,1,1,1,1,1
410135,1,DEG_RSC_アンリミテッド杯_優勝,degree_410135,,4300,0,1,1,1,1,1,1,1,1,1
410140,1,DEG_DOC_ローテーション杯_優勝,degree_410140,,4300,0,1,1,1,1,1,1,1,1,1
410141,1,DEG_DOC_ローテーション杯_Vol.2_優勝,degree_410141,,4300,0,1,1,1,1,1,1,1,1,1
410145,1,DEG_DOC_アンリミテッド杯_優勝,degree_410145,,4300,0,1,1,1,1,1,1,1,1,1
410150,1,DEG_OOS_ローテーション杯_優勝,degree_410150,,4300,0,1,1,1,1,1,1,1,1,1
410155,1,DEG_OOS_アンリミテッド杯_優勝,degree_410155,,4300,0,1,1,1,1,1,1,1,1,1
410156,1,DEG_OOS_クロスオーバー杯_優勝,degree_410156,,4300,0,1,1,1,1,1,1,1,1,1
410160,1,DEG_EOP_ローテーション杯_優勝,degree_410160,,4300,0,1,1,1,1,1,1,1,1,1
410161,1,DEG_EOP_ローテーション杯_Vol.2_優勝,degree_410161,,4300,0,1,1,1,1,1,1,1,1,1
410165,1,DEG_EOP_アンリミテッド杯_優勝,degree_410165,,4300,0,1,1,1,1,1,1,1,1,1
410170,1,DEG_RGW_ローテーション杯_優勝,degree_410170,,4300,0,1,1,1,1,1,1,1,1,1
410171,1,DEG_RGW_ローテーション杯_Vol.2_優勝,degree_410171,,4300,0,1,1,1,1,1,1,1,1,1
410172,1,DEG_RGW_ローテーション杯_Vol.3_優勝,degree_410172,,4300,0,1,1,1,1,1,1,1,1,1
410175,1,DEG_RGW_アンリミテッド杯_優勝,degree_410175,,4300,0,1,1,1,1,1,1,1,1,1
410180,1,DEG_CDB_ローテーション杯_優勝,degree_410180,,4300,0,1,1,1,1,1,1,1,1,1
410181,1,DEG_CDB_ローテーション杯_Vol.2_優勝,degree_410181,,4300,0,1,1,1,1,1,1,1,1,1
410185,1,DEG_CDB_アンリミテッド杯_優勝,degree_410185,,4300,0,1,1,1,1,1,1,1,1,1
410190,1,DEG_EAA_ローテーション杯_優勝,degree_410190,,4300,0,1,1,1,1,1,1,1,1,1
410191,1,DEG_EAA_ローテーション杯_Vol.2_優勝,degree_410191,,4300,0,1,1,1,1,1,1,1,1,1
410192,1,DEG_EAA_ローテーション杯_Vol.3_優勝,degree_410192,,4300,0,1,1,1,1,1,1,1,1,1
410195,1,DEG_EAA_アンリミテッド杯_優勝,degree_410195,,4300,0,1,1,1,1,1,1,1,1,1
410200,1,DEG_AOA_ローテーション杯_優勝,degree_410200,,4300,0,1,1,1,1,1,1,1,1,1
410205,1,DEG_AOA_アンリミテッド杯_優勝,degree_410205,,4300,0,1,1,1,1,1,1,1,1,1
410210,1,DEG_HOR_ローテーション杯_優勝,degree_410210,,4300,0,1,1,1,1,1,1,1,1,1
410211,1,DEG_HOR_ローテーション杯_Vol.2_優勝,degree_410211,,4300,0,1,1,1,1,1,1,1,1,1
410215,1,DEG_HOR_アンリミテッド杯_優勝,degree_410215,,4300,0,1,1,1,1,1,1,1,1,1
410220,1,DEG_ORS_ローテーション杯_優勝,degree_410220,,4300,0,1,1,1,1,1,1,1,1,1
410221,1,DEG_ORS_ローテーション杯_Vol.2_優勝,degree_410221,,4300,0,1,1,1,1,1,1,1,1,1
410225,1,DEG_ORS_アンリミテッド杯_優勝,degree_410225,,4300,0,1,1,1,1,1,1,1,1,1
410230,1,DEG_RSL_ローテーション杯_優勝,degree_410230,,4300,0,1,1,1,1,1,1,1,1,1
410231,1,DEG_RSL_ローテーション杯_Vol.2_優勝,degree_410231,,4300,0,1,1,1,1,1,1,1,1,1
410235,1,DEG_RSL_アンリミテッド杯_優勝,degree_410235,,4300,0,1,1,1,1,1,1,1,1,1
410240,1,DEG_HOS_ローテーション杯_優勝,degree_410240,,4300,0,1,1,1,1,1,1,1,1,1
410241,1,DEG_HOS_ローテーション杯_Vol.2_優勝,degree_410241,,4300,0,1,1,1,1,1,1,1,1,1
410245,1,DEG_HOS_アンリミテッド杯_優勝,degree_410245,,4300,0,1,1,1,1,1,1,1,1,1
410250,1,DEG_CGS_タイムスリップローテーション杯_優勝,degree_410250,,4300,0,1,1,1,1,1,1,1,1,1
410251,1,DEG_CGS_タイムスリップローテーション杯_Vol.2_優勝,degree_410251,,4300,0,1,1,1,1,1,1,1,1,1
410256,1,DEG_CGS_2Pick杯_優勝,degree_410256,,4300,0,1,1,1,1,1,1,1,1,1
410257,1,DEG_CGS_2Pick杯_Vol.2_優勝,degree_410257,,4300,0,1,1,1,1,1,1,1,1,1
410260,1,DEG_DBN_タイムスリップローテーション杯_優勝,degree_410260,,4300,0,1,1,1,1,1,1,1,1,1
410261,1,DEG_DBN_タイムスリップローテーション杯_Vol.2_優勝,degree_410261,,4300,0,1,1,1,1,1,1,1,1,1
410266,1,DEG_DBN_2Pick杯_優勝,degree_410266,,4300,0,1,1,1,1,1,1,1,1,1
410267,1,DEG_DBN_2Pick杯_Vol.2_優勝,degree_410267,,4300,0,1,1,1,1,1,1,1,1,1
410270,1,DEG_BOS_タイムスリップローテーション杯_優勝,degree_410270,,4300,0,1,1,1,1,1,1,1,1,1
410271,1,DEG_BOS_タイムスリップローテーション杯_Vol.2_優勝,degree_410271,,4300,0,1,1,1,1,1,1,1,1,1
410276,1,DEG_BOS_2Pick杯_優勝,degree_410276,,4300,0,1,1,1,1,1,1,1,1,1
410277,1,DEG_BOS_2Pick杯_Vol.2_優勝,degree_410277,,4300,0,1,1,1,1,1,1,1,1,1
410280,1,DEG_OOT_タイムスリップローテーション杯_優勝,degree_410280,,4300,0,1,1,1,1,1,1,1,1,1
410281,1,DEG_OOT_タイムスリップローテーション杯_Vol.2_優勝,degree_410281,,4300,0,1,1,1,1,1,1,1,1,1
410286,1,DEG_OOT_2Pick杯_優勝,degree_410286,,4300,0,1,1,1,1,1,1,1,1,1
410287,1,DEG_OOT_2Pick杯_Vol.2_優勝,degree_410287,,4300,0,1,1,1,1,1,1,1,1,1
410290,1,DEG_ALT_タイムスリップローテーション杯_優勝,degree_410290,,4300,0,1,1,1,1,1,1,1,1,1
410291,1,DEG_ALT_タイムスリップローテーション杯_Vol.2_優勝,degree_410291,,4300,0,1,1,1,1,1,1,1,1,1
410296,1,DEG_ALT_2Pick杯_優勝,degree_410296,,4300,0,1,1,1,1,1,1,1,1,1
410297,1,DEG_ALT_2Pick杯_Vol.2_優勝,degree_410297,,4300,0,1,1,1,1,1,1,1,1,1
410300,1,DEG_STR_タイムスリップローテーション杯_優勝,degree_410300,,4300,0,1,1,1,1,1,1,1,1,1
410301,1,DEG_STR_タイムスリップローテーション杯_Vol.2_優勝,degree_410301,,4300,0,1,1,1,1,1,1,1,1,1
410306,1,DEG_STR_2Pick杯_優勝,degree_410306,,4300,0,1,1,1,1,1,1,1,1,1
410307,1,DEG_STR_2Pick杯_Vol.2_優勝,degree_410307,,4300,0,1,1,1,1,1,1,1,1,1
410310,1,DEG_ROG_タイムスリップローテーション杯_優勝,degree_410310,,4300,0,1,1,1,1,1,1,1,1,1
410311,1,DEG_ROG_タイムスリップローテーション杯_Vol.2_優勝,degree_410311,,4300,0,1,1,1,1,1,1,1,1,1
410316,1,DEG_ROG_2Pick杯_優勝,degree_410316,,4300,0,1,1,1,1,1,1,1,1,1
410317,1,DEG_ROG_2Pick杯_Vol.2_優勝,degree_410317,,4300,0,1,1,1,1,1,1,1,1,1
410320,1,DEG_VEC_タイムスリップローテーション杯_優勝,degree_410320,,4300,0,1,1,1,1,1,1,1,1,1
410321,1,DEG_VEC_タイムスリップローテーション杯_Vol.2_優勝,degree_410321,,4300,0,1,1,1,1,1,1,1,1,1
410326,1,DEG_VEC_2Pick杯_優勝,degree_410326,,4300,0,1,1,1,1,1,1,1,1,1
410327,1,DEG_VEC_2Pick杯_Vol.2_優勝,degree_410327,,4300,0,1,1,1,1,1,1,1,1,1
410330,1,DEG_UCL_タイムスリップローテーション杯_優勝,degree_410330,,4300,0,1,1,1,1,1,1,1,1,1
410331,1,DEG_UCL_タイムスリップローテーション杯_Vol.2_優勝,degree_410331,,4300,0,1,1,1,1,1,1,1,1,1
410336,1,DEG_UCL_2Pick杯_優勝,degree_410336,,4300,0,1,1,1,1,1,1,1,1,1
410337,1,DEG_UCL_2Pick杯_Vol.2_優勝,degree_410337,,4300,0,1,1,1,1,1,1,1,1,1
410340,1,DEG_WUP_タイムスリップローテーション杯_優勝,degree_410340,,4300,0,1,1,1,1,1,1,1,1,1
410341,1,DEG_WUP_タイムスリップローテーション杯_Vol.2_優勝,degree_410341,,4300,0,1,1,1,1,1,1,1,1,1
410346,1,DEG_WUP_2Pick杯_優勝,degree_410346,,4300,0,1,1,1,1,1,1,1,1,1
410347,1,DEG_WUP_2Pick杯_Vol.2_優勝,degree_410347,,4300,0,1,1,1,1,1,1,1,1,1
410350,1,DEG_FOH_タイムスリップローテーション杯_優勝,degree_410350,,4300,0,1,1,1,1,1,1,1,1,1
410351,1,DEG_FOH_タイムスリップローテーション杯_Vol.2_優勝,degree_410351,,4300,0,1,1,1,1,1,1,1,1,1
410356,1,DEG_FOH_2Pick杯_優勝,degree_410356,,4300,0,1,1,1,1,1,1,1,1,1
410357,1,DEG_FOH_2Pick杯_Vol.2_優勝,degree_410357,,4300,0,1,1,1,1,1,1,1,1,1
410360,1,DEG_SOR_タイムスリップローテーション杯_優勝,degree_410360,,4300,0,1,1,1,1,1,1,1,1,1
410361,1,DEG_SOR_タイムスリップローテーション杯_Vol.2_優勝,degree_410361,,4300,0,1,1,1,1,1,1,1,1,1
410366,1,DEG_SOR_2Pick杯_優勝,degree_410366,,4300,0,1,1,1,1,1,1,1,1,1
410367,1,DEG_SOR_2Pick杯_Vol.2_優勝,degree_410367,,4300,0,1,1,1,1,1,1,1,1,1
