class_chara_id,class_chara_name,description,path,clan,clan_name,is_usable,skin_id,class_color,hide_class_name,battle_skin_reverse,position_x,position_y,scale,is_high_rank,is_3D,is_no_evolve_shift,is_opponent_reverse,evolution_delay_frame,is_evolve_skin
3318,CC_マグナゼロ,リーダースキン付きカード,RoyallSaver,8,Common_0112,1,3318,0,0,1,0,0,1,0,0,0,0,0,0
3328,CC_ルチル上位,リーダースキン付きカード,RoyallSaver,8,Common_0112,1,3328,0,0,1,0,0,1,1,0,0,0,0,0
3401,CC_ホロホロ,シャーマンキング,RoyallSaver,1,Common_0105,1,3401,0,0,0,0,0,1,0,0,0,0,0,0
3402,CC_麻倉 葉,シャーマンキング,RoyallSaver,2,Common_0106,1,3402,0,0,0,0,0,1,0,0,0,0,0,0
3403,CC_恐山アンナ,シャーマンキング,RoyallSaver,3,Common_0107,1,3403,0,0,0,0,0,1,0,0,0,0,0,0
3404,CC_道 蓮,シャーマンキング,RoyallSaver,4,Common_0108,1,3404,0,0,0,0,0,1,0,0,0,0,0,0
3405,CC_ファウストⅧ世,シャーマンキング,RoyallSaver,5,Common_0109,1,3405,0,0,0,0,0,1,0,0,0,0,0,0
3406,CC_梅宮竜之介,シャーマンキング,RoyallSaver,6,Common_0110,1,3406,0,0,0,0,0,1,0,0,0,0,0,0
3407,CC_リゼルグ・ダイゼル,シャーマンキング,RoyallSaver,7,Common_0111,1,3407,0,0,0,0,0,1,0,0,0,0,0,0
3408,CC_ハオ,シャーマンキング,RoyallSaver,8,Common_0112,1,3408,0,0,0,0,0,1,0,0,0,0,0,0
3502,CC_タケツミ,リーダースキン付きカード,RoyallSaver,2,Common_0106,1,3502,0,0,1,0,0,1,0,0,0,0,0,0
3504,CC_ミズチ,リーダースキン付きカード,RoyallSaver,4,Common_0108,1,3504,0,0,1,0,0,1,0,0,0,0,0,0
3514,CC_スーロン,リーダースキン付きカード,RoyallSaver,4,Common_0108,1,3514,0,0,1,0,0,1,0,0,1,0,0,0
3505,CC_アンサージュ,リーダースキン付きカード,RoyallSaver,5,Common_0109,1,3505,0,0,1,0,0,1,0,0,0,0,0,0
3506,CC_イツルギ,リーダースキン付きカード,RoyallSaver,6,Common_0110,1,3506,0,0,1,0,0,1,0,0,0,0,0,0
3516,CC_イツルギ(青年),リーダースキン付きカード,RoyallSaver,6,Common_0110,1,3516,0,0,1,0,0,1,0,0,0,0,0,0
3601,CC_サイレンススズカ,ウマ娘,RoyallSaver,1,Common_0105,1,3601,0,0,0,0,0,1,0,1,0,0,0,0
3602,CC_トウカイテイオー,ウマ娘,RoyallSaver,2,Common_0106,1,3602,0,0,0,0,0,1,0,1,0,0,0,0
3603,CC_アグネスタキオン,ウマ娘,RoyallSaver,3,Common_0107,1,3603,0,0,0,0,0,1,0,1,0,0,0,0
3604,CC_スペシャルウィーク,ウマ娘,RoyallSaver,4,Common_0108,1,3604,0,0,0,0,0,1,0,1,0,0,0,0
3605,CC_マンハッタンカフェ,ウマ娘,RoyallSaver,5,Common_0109,1,3605,0,0,0,0,0,1,0,1,0,0,0,0
3606,CC_マルゼンスキー,ウマ娘,RoyallSaver,6,Common_0110,1,3606,0,0,0,0,0,1,0,1,0,0,0,0
3607,CC_メジロマックイーン,ウマ娘,RoyallSaver,7,Common_0111,1,3607,0,0,0,0,0,1,0,1,0,0,0,0
3617,CC_ゴールドシップ,ウマ娘,RoyallSaver,7,Common_0111,1,3617,0,0,0,0,0,1,0,1,0,0,0,0
3608,CC_ミホノブルボン,ウマ娘,RoyallSaver,8,Common_0112,1,3608,0,0,0,0,0,1,0,1,0,0,0,0
3701,CC_イツキ,シャドウバースF,RoyallSaver,1,Common_0105,1,3701,0,0,0,0,0,1,0,0,1,0,1,0
3702,CC_レン,シャドウバースF,RoyallSaver,2,Common_0106,1,3702,0,0,0,0,0,1,0,0,0,0,1,0
3703,CC_シオン,シャドウバースF,RoyallSaver,3,Common_0107,1,3703,0,0,0,0,0,1,0,0,1,0,1,0
3704,CC_ライト,シャドウバースF,RoyallSaver,4,Common_0108,1,3704,0,0,0,0,0,1,0,0,0,0,0,0
3705,CC_スバル,シャドウバースF,RoyallSaver,5,Common_0109,1,3705,0,0,0,0,0,1,0,0,0,0,1,0
3706,CC_リョウガ,シャドウバースF,RoyallSaver,6,Common_0110,1,3706,0,0,0,0,0,1,0,0,0,0,1,0
3707,CC_ツバサ,シャドウバースF,RoyallSaver,7,Common_0111,1,3707,0,0,0,0,0,1,0,0,1,0,1,0
3801,CC_ちいかわ,ちいかわ,RoyallSaver,1,Common_0105,1,3801,0,0,0,0,0,1,0,0,1,0,1,0
3803,CC_ハチワレ,ちいかわ,RoyallSaver,3,Common_0107,1,3803,0,0,0,0,0,1,0,0,1,0,1,0
3808,CC_うさぎ,ちいかわ,RoyallSaver,8,Common_0112,1,3808,0,0,0,0,0,1,0,0,1,0,1,0
3901,CC_ピアシィ上位,上位リーダースキン付きカード,RoyallSaver,1,Common_0105,1,3901,0,0,1,0,0,1,1,0,0,0,1,0
3911,CC_ホズミ,リーダースキン付きカード,RoyallSaver,1,Common_0105,1,3911,0,0,1,0,0,1,0,0,1,0,1,0
3902,CC_タクティカルドッグ,リーダースキン付きカード,RoyallSaver,2,Common_0106,1,3902,0,0,1,0,0,1,0,0,1,0,1,0
3912,CC_マーズ上位,上位リーダースキン付きカード,RoyallSaver,2,Common_0106,1,3912,0,0,1,0,0,1,1,0,0,0,1,0
3903,CC_エレノア上位,上位リーダースキン付きカード,RoyallSaver,3,Common_0107,1,3903,0,0,1,0,0,1,1,0,0,0,1,0
3904,CC_ロマロニア上位,上位リーダースキン付きカード,RoyallSaver,4,Common_0108,1,3904,0,0,1,0,0,1,1,0,0,0,0,0
3905,CC_ケルヌンノス上位,上位リーダースキン付きカード,RoyallSaver,5,Common_0109,1,3905,0,0,1,0,0,1,1,0,0,0,1,0
3906,CC_カティア上位,上位リーダースキン付きカード,RoyallSaver,6,Common_0110,1,3906,0,0,1,0,0,1,1,0,0,0,1,0
3907,CC_ウィルバート,リーダースキン付きカード,RoyallSaver,7,Common_0111,1,3907,0,0,1,0,0,1,0,0,1,0,1,0
3917,CC_ホーリーセイバー上位,リーダースキン付きカード,RoyallSaver,7,Common_0111,1,3917,0,0,1,0,0,1,1,0,0,0,1,1
3908,CC_メイシア,リーダースキン付きカード,RoyallSaver,8,Common_0112,1,3908,0,0,1,0,0,1,0,0,0,0,1,0
3918,CC_シオン上位,上位リーダースキン付きカード,RoyallSaver,8,Common_0112,1,3918,0,0,1,0,0,1,1,0,1,0,1,0
4002,CC_晴れ着オーレリア上位,上位リーダースキン付きカード,RoyallSaver,2,Common_0106,1,4002,0,0,1,0,0,1,1,0,0,0,1,0
4004,CC_晴れ着伊達政宗,リーダースキン付きカード,RoyallSaver,4,Common_0108,1,4004,0,0,1,0,0,1,0,0,1,0,1,0
4101,CC_カステル,リーダースキン付きカード,RoyallSaver,1,Common_0105,1,4101,0,0,1,0,0,1,0,0,1,0,1,0
4102,CC_ヴァイス,リーダースキン付きカード,RoyallSaver,2,Common_0111,1,4102,0,0,1,0,0,1,0,0,1,0,1,0
4103,CC_アマリリス,リーダースキン付きカード,RoyallSaver,3,Common_0112,1,4103,0,0,1,0,0,1,0,0,1,0,1,0
4104,CC_リリウム,リーダースキン付きカード,RoyallSaver,4,Common_0111,1,4104,0,0,1,0,0,1,0,0,1,0,1,0
4105,CC_コルネリウス,リーダースキン付きカード,RoyallSaver,5,Common_0112,1,4105,0,0,1,0,0,1,0,0,1,0,1,0
4107,CC_ベルディリア,リーダースキン付きカード,RoyallSaver,7,Common_0111,1,4107,0,0,1,0,0,1,0,0,1,0,1,0
4108,CC_ライル,リーダースキン付きカード,RoyallSaver,8,Common_0112,1,4108,0,0,1,0,0,1,0,0,1,0,1,0
4201,CC_初音ミク上位,初音ミク,RoyallSaver,1,Common_0105,1,4201,0,0,0,0,0,1,1,0,0,0,1,0
4202,CC_鏡音レン,初音ミク,RoyallSaver,2,Common_0106,1,4202,0,0,0,0,0,1,0,0,1,0,1,0
4206,CC_巡音ルカ,初音ミク,RoyallSaver,6,Common_0110,1,4206,0,0,0,0,0,1,0,0,1,0,1,0
4207,CC_鏡音リン,初音ミク,RoyallSaver,7,Common_0111,1,4207,0,0,0,0,0,1,0,0,1,0,1,0
4302,CC_ポムポムプリン,サンリオ,RoyallSaver,2,Common_0106,1,4302,0,0,0,0,0,1,0,0,1,0,1,0
4303,CC_シナモロール,サンリオ,RoyallSaver,3,Common_0107,1,4303,0,0,0,0,0,1,0,0,1,0,1,0
4304,CC_ハローキティ,サンリオ,RoyallSaver,4,Common_0108,1,4304,0,0,0,0,0,1,0,0,1,0,1,0
4305,CC_クロミ,サンリオ,RoyallSaver,5,Common_0109,1,4305,0,0,0,0,0,1,0,0,1,0,1,0
4401,CC_ボンド・フォージャー,SPY,RoyallSaver,1,Common_0105,1,4401,0,0,0,0,0,1,0,0,1,0,1,0
4402,CC_ロイド・フォージャー,SPY,RoyallSaver,2,Common_0106,1,4402,0,0,0,0,0,1,0,0,1,0,1,0
4403,CC_アーニャ・フォージャー,SPY,RoyallSaver,3,Common_0107,1,4403,0,0,0,0,0,1,0,0,1,0,1,0
4406,CC_ヨル・フォージャー,SPY,RoyallSaver,6,Common_0110,1,4406,0,0,0,0,0,1,0,0,1,0,1,0
4413,CC_アーニャ・フォージャー上位,SPY,RoyallSaver,3,Common_0107,1,4413,0,0,0,0,0,1,1,0,1,0,1,0
4503,CC_サンタテレサ,リーダースキン付きカード,RoyallSaver,3,Common_0107,1,4503,0,0,1,0,0,1,0,0,1,0,1,0
4504,CC_ドラグラム,リーダースキン付きカード,RoyallSaver,4,Common_0108,1,4504,0,0,1,0,0,1,0,0,1,0,1,0
4508,CC_エレナ,リーダースキン付きカード,RoyallSaver,8,Common_0112,1,4508,0,0,1,0,0,1,0,0,1,0,1,0
4518,CC_アシュレイ,リーダースキン付きカード,RoyallSaver,8,Common_0112,1,4518,0,0,1,0,0,1,0,0,1,0,1,0
4528,CC_ネルヴァ,リーダースキン付きカード,RoyallSaver,8,Common_0112,1,4528,0,0,1,0,0,1,0,0,1,0,1,0
4601,CC_マガチヨ上位,リーダースキン付きカード,RoyallSaver,1,Common_0105,1,4601,0,0,1,0,0,1,1,0,1,0,1,0
4602,CC_バルバロス上位,リーダースキン付きカード,RoyallSaver,2,Common_0106,1,4602,0,0,1,0,0,1,1,0,1,0,1,0
4603,CC_セフィー上位,リーダースキン付きカード,RoyallSaver,3,Common_0107,1,4603,0,0,1,0,0,1,1,0,1,0,1,0
4604,CC_リュミオール上位,上位リーダースキン付きカード,RoyallSaver,4,Common_0108,1,4604,0,0,1,0,0,1,1,0,1,0,1,0
4605,CC_ケリドウェン,リーダースキン付きカード,RoyallSaver,5,Common_0109,1,4605,0,0,1,0,0,1,0,0,1,0,1,0
4615,CC_デッドソウルテイカー上位,上位リーダースキン付きカード,RoyallSaver,5,Common_0109,1,4615,0,0,1,0,0,1,1,0,1,0,1,0
4606,CC_シグナ上位,上位リーダースキン付きカード,RoyallSaver,6,Common_0110,1,4606,0,0,1,0,0,1,1,0,1,0,1,0
4607,CC_エルヴィーラ上位,上位リーダースキン付きカード,RoyallSaver,7,Common_0111,1,4607,0,0,1,0,0,1,1,0,1,0,1,0
4608,CC_キルザエル上位,上位リーダースキン付きカード,RoyallSaver,8,Common_0112,1,4608,0,0,1,0,0,1,1,0,1,0,1,0
500001,CC_虚の影アリサ,虚の影アリサ,RoyallSaver,1,Common_0105,0,500001,99,1,1,0,0,1,0,0,0,0,0,0
500002,CC_虚の影エリカ,虚の影エリカ,RoyallSaver,1,Common_0106,0,500002,99,1,1,0,0,1,0,0,0,0,0,0
500003,CC_虚の影イザベル,虚の影イザベル,RoyallSaver,1,Common_0107,0,500003,99,1,1,0,0,1,0,0,0,0,0,0
500004,CC_虚の影ローウェン,虚の影ローウェン,RoyallSaver,1,Common_0108,0,500004,99,1,1,0,0,1,0,0,0,0,0,0
500005,CC_虚の影ルナ,虚の影ルナ,RoyallSaver,1,Common_0109,0,500005,99,1,1,0,0,1,0,0,0,0,0,0
500006,CC_虚の影ユリアス,虚の影ユリアス,RoyallSaver,1,Common_0110,0,500006,99,1,1,0,0,1,0,0,0,0,0,0
500007,CC_イリス,青い眼のイリス,RoyallSaver,1,Common_0111,0,500007,99,1,1,0,0,1,0,0,0,0,0,0
500008,CC_ロザリア,ロザリア,RoyallSaver,1,Common_0105,0,500008,0,0,1,0,0,1,0,0,0,0,0,0
500009,CC_黒龍,黒龍,RoyallSaver,4,Common_0108,0,500009,0,0,1,0,0,1,0,0,0,0,0,0
500010,CC_虚の影,虚ろの影（小）,RoyallSaver,1,Common_0112,0,500010,99,1,1,0,0,1,0,0,0,0,0,0
500011,CC_虚の影2,虚ろの影（中）,RoyallSaver,1,Common_0112,0,500011,99,1,1,0,0,1,0,0,0,0,0,0
500012,CC_虚の影3,虚ろの影（大）,RoyallSaver,1,Common_0112,0,500012,99,1,1,0,0,1,0,0,0,0,0,0
500013,CC_狼,狼（アリサ編9章）,RoyallSaver,1,Common_0112,0,500013,99,1,1,0,0,1,0,0,0,0,0,0
510013,CC_丘陵の狼,丘陵の狼（ギルド騒乱編_ルナ編3章）,RoyallSaver,1,Common_0112,0,500013,99,1,1,0,0,1,0,0,0,0,0,0
500014,CC_エルフの弓兵,エルフの弓兵（アリサ編10章）,RoyallSaver,1,Common_0112,0,500014,99,1,1,0,0,1,0,0,0,0,0,0
500015,CC_魔狼,魔狼（アリサ編11章）,RoyallSaver,1,Common_0112,0,500015,99,1,1,0,0,1,0,0,0,0,0,0
500016,CC_魔法使い,魔法使い（エリカ編10章）,RoyallSaver,1,Common_0112,0,500016,99,1,1,0,0,1,0,0,0,0,0,0
500017,CC_兵士,兵士（エリカ編11章）,RoyallSaver,1,Common_0112,0,500017,99,1,1,0,0,1,0,0,0,0,0,0
500018,CC_盗賊,盗賊（ルナ編9章）,RoyallSaver,1,Common_0112,0,500018,99,1,1,0,0,1,0,0,0,0,0,0
500019,CC_魔熊,魔熊（アリサ編12章）,RoyallSaver,1,Common_0112,0,500019,99,1,1,0,0,1,0,0,0,0,0,0
500020,CC_国王軍の兵士,国王軍の兵士（9、11、12章）,RoyallSaver,1,Common_0112,0,500020,99,1,1,0,0,1,0,0,0,0,0,0
500021,CC_バルタザール,バルタザール（ユリアス編9章）,RoyallSaver,1,Common_0112,0,500021,99,1,1,0,0,1,0,0,0,0,0,0
500022,CC_王国軍の魔法使い,王国軍の魔法使い（イザベル10章）,RoyallSaver,1,Common_0112,0,500016,99,1,1,0,0,1,0,0,0,0,0,0
500023,CC_国王軍の指揮官,王国軍の指揮官（イザベル12章）,RoyallSaver,1,Common_0112,0,500020,99,1,1,0,0,1,0,0,0,0,0,0
500024,CC_イリス,各リーダー14章のイリス（ニュートラル）,RoyallSaver,1,Common_0112,0,7,99,1,1,0,0,1,0,0,0,0,0,0
500025,CC_虚の影4,虚ろの影（高位）,RoyallSaver,1,Common_0112,0,500022,99,1,1,0,0,1,0,0,0,0,0,0
500026,CC_ネクサス,各リーダー14章のイリス（ニュートラル）,RoyallSaver,1,Common_0112,0,508,99,1,1,0,0,1,0,0,0,0,0,0
500027,CC_エレノア,エレノア,RoyallSaver,3,Common_0112,0,500023,0,0,1,0,0,1,0,0,0,0,0,0
500028,CC_スライム,スライム,RoyallSaver,1,Common_0112,0,500024,99,1,1,0,0,1,0,0,0,0,0,0
510028,CC_？？？,魔導生物,RoyallSaver,1,Common_0112,0,500024,99,1,1,0,0,1,0,0,0,0,0,0
500029,CC_無暁の暗殺者(女),無暁の暗殺者,RoyallSaver,1,Common_0112,0,500025,99,1,1,0,0,1,0,0,0,0,0,0
500030,CC_無暁の暗殺者(男),無暁の暗殺者,RoyallSaver,1,Common_0112,0,500026,99,1,1,0,0,1,0,0,0,0,0,0
510030,CC_？？？,無暁の暗殺者,RoyallSaver,1,Common_0112,0,500026,99,1,1,0,0,1,0,0,0,0,0,0
500031,CC_セタス,セタス,RoyallSaver,1,Common_0112,0,500031,0,0,1,0,0,1,0,0,0,0,0,0
500032,CC_リオード,リオード,RoyallSaver,2,Common_0112,0,500032,0,0,1,0,0,1,0,0,0,0,0,0
510032,CC_？？？,リオード,RoyallSaver,2,Common_0112,0,500032,0,0,1,0,0,1,0,0,0,0,0,0
500033,CC_ニコラ,ニコラ,RoyallSaver,5,Common_0112,0,500033,0,0,1,0,0,1,0,0,0,0,0,0
510033,CC_？？？,ニコラ,RoyallSaver,5,Common_0112,0,500033,0,0,1,0,0,1,0,0,0,0,0,0
500034,CC_マーロン,マーロン,RoyallSaver,7,Common_0112,0,500034,0,0,1,0,0,1,0,0,0,0,0,0
500035,CC_エスカマリの信徒(男),無暁の暗殺者,RoyallSaver,1,Common_0112,0,500035,99,1,1,0,0,1,0,0,0,0,0,0
500036,CC_メイシア,メイシア,RoyallSaver,2,Common_0112,0,500030,0,0,1,0,0,1,0,0,0,0,0,0
500037,CC_ブレイドライツ騎士団(剣士),ブレイドライツ騎士団(剣士),RoyallSaver,1,Common_0112,0,500037,99,1,1,0,0,1,0,0,0,0,0,0
510037,CC_？？？,ブレイドライツ騎士団(剣士),RoyallSaver,1,Common_0112,0,500037,99,1,1,0,0,1,0,0,0,0,0,0
500038,CC_ブレイドライツ騎士団(重戦士),ブレイドライツ騎士団(重戦士),RoyallSaver,1,Common_0112,0,500038,99,1,1,0,0,1,0,0,0,0,0,0
510038,CC_？？？,ブレイドライツ騎士団(重戦士),RoyallSaver,1,Common_0112,0,500038,99,1,1,0,0,1,0,0,0,0,0,0
500039,CC_メイシア,メイシア,RoyallSaver,8,Common_0112,0,500039,0,0,1,0,0,1,0,0,0,0,0,0
500040,CC_モノ,モノ,RoyallSaver,6,Common_0112,0,500040,0,0,1,0,0,1,0,0,0,0,0,0
500041,CC_テトラ,テトラ,RoyallSaver,3,Common_0112,0,500041,0,0,1,0,0,1,0,0,0,0,0,0
500042,CC_警戒用マシーン（人型）,警戒用マシーン（人型）,RoyallSaver,1,Common_0112,0,500042,99,1,1,0,0,1,0,0,0,0,0,0
500043,CC_警戒用マシーン（小型）,警戒用マシーン（小型）,RoyallSaver,1,Common_0112,0,500043,99,1,1,0,0,1,0,0,0,0,0,0
500044,CC_近衛機械兵（人型）,近衛機械兵（人型）,RoyallSaver,1,Common_0112,0,500044,99,1,1,0,0,1,0,0,0,0,0,0
500045,CC_近衛機械兵（大型）,近衛機械兵（大型）,RoyallSaver,1,Common_0112,0,500045,99,1,1,0,0,1,0,0,0,0,0,0
500046,CC_ベルフォメット,ベルフォメット,RoyallSaver,8,Common_0112,0,500046,0,0,1,0,0,1,0,0,0,0,0,0
500047,CC_ティシポネー,ティシポネー,RoyallSaver,1,Common_0112,0,500047,99,1,1,0,0,1,0,0,0,0,0,0
500048,CC_アレークト,アレークト,RoyallSaver,1,Common_0112,0,500048,99,1,1,0,0,1,0,0,0,0,0,0
500049,CC_メガイラ,メガイラ,RoyallSaver,1,Common_0112,0,500049,99,1,1,0,0,1,0,0,0,0,0,0
500101,CC_ベイリオン,ベイリオン,RoyallSaver,2,Common_0112,0,500101,0,0,1,0,0,1,0,0,0,0,0,0
500102,CC_ヴァイディ,ヴァイディ,RoyallSaver,4,Common_0112,0,500102,0,0,1,0,0,1,0,0,0,0,0,0
510102,CC_？？？,ヴァイディ,RoyallSaver,4,Common_0112,0,500102,0,0,1,0,0,1,0,0,0,0,0,0
500103,CC_ラティカ,ラティカ,RoyallSaver,1,Common_0112,0,500103,0,0,1,0,0,1,0,0,0,0,0,0
510103,CC_？？？,ラティカ,RoyallSaver,1,Common_0112,0,500103,0,0,1,0,0,1,0,0,0,0,0,0
500104,CC_ミストリナ,ミストリナ,RoyallSaver,2,Common_0112,0,500104,0,0,1,0,0,1,0,0,0,0,0,0
500105,CC_ムニャール,ムニャール,RoyallSaver,7,Common_0112,0,500105,0,0,1,0,0,1,0,0,0,0,0,0
500106,CC_ジーナ,ジーナ,RoyallSaver,4,Common_0112,0,500106,0,0,1,0,0,1,0,0,0,0,0,0
500107,CC_母なる君,母なる君,RoyallSaver,1,Common_0112,0,500107,99,1,1,0,0,1,0,0,0,0,0,0
500109,CC_ナテラの穏健派（男性）,ナテラの穏健派（男性）,RoyallSaver,1,Common_0112,0,500109,99,1,1,0,0,1,0,0,0,0,0,0
500111,CC_ナテラの過激派（男性）,ナテラの過激派（男性）,RoyallSaver,1,Common_0112,0,500111,99,1,1,0,0,1,0,0,0,0,0,0
500112,CC_ナテラの過激派（女性）,ナテラの過激派（女性）,RoyallSaver,1,Common_0112,0,500112,99,1,1,0,0,1,0,0,0,0,0,0
500113,CC_穢れた妖精,穢れた妖精,RoyallSaver,1,Common_0112,0,500113,99,1,1,0,0,1,0,0,0,0,0,0
510113,CC_？？？,穢れた妖精,RoyallSaver,1,Common_0112,0,500113,99,1,1,0,0,1,0,0,0,0,0,0
500114,CC_穢れた精霊,穢れた精霊,RoyallSaver,1,Common_0112,0,500114,99,1,1,0,0,1,0,0,0,0,0,0
510114,CC_？？？,穢れた精霊,RoyallSaver,1,Common_0112,0,500114,99,1,1,0,0,1,0,0,0,0,0,0
500115,CC_穢れた熊,穢れた熊,RoyallSaver,1,Common_0112,0,500115,99,1,1,0,0,1,0,0,0,0,0,0
500116,CC_穢れた大精霊,穢れた大精霊,RoyallSaver,1,Common_0112,0,500116,99,1,1,0,0,1,0,0,0,0,0,0
500215,CC_触手A,触手A,RoyallSaver,1,Common_0112,0,500215,99,1,1,0,0,1,0,0,0,0,0,0
500216,CC_触手B,触手B,RoyallSaver,1,Common_0112,0,500216,99,1,1,0,0,1,0,0,0,0,0,0
500217,CC_機械歩兵,機械歩兵,RoyallSaver,1,Common_0112,0,500217,99,1,1,0,0,1,0,0,0,0,0,0
500211,CC_融合ベルフォメット,融合ベルフォメット,RoyallSaver,8,Common_0112,0,500211,0,0,1,0,0,1,0,0,0,0,0,0
500303,CC_バニー＆バロン,バニー＆バロン,RoyallSaver,2,Common_0112,0,500303,0,0,1,0,0,1,0,0,0,0,0,0
500304,CC_マイザー,マイザー（銃）,RoyallSaver,3,Common_0112,0,500304,0,0,1,0,0,1,0,0,0,0,0,0
500305,CC_セリーナ,セリーナ,RoyallSaver,7,Common_0112,0,500305,0,0,1,0,0,1,0,0,0,0,0,0
500306,CC_イルガンノ,イルガンノ,RoyallSaver,8,Common_0112,0,500306,0,0,1,0,0,1,0,0,0,0,0,0
500307,CC_フローゼス,フローゼス,RoyallSaver,8,Common_0112,0,500307,0,0,1,0,0,1,0,0,0,0,0,0
500308,CC_ナハト・ナハト,ナハト・ナハト,RoyallSaver,2,Common_0112,0,500308,0,0,1,0,0,1,0,0,0,0,0,0
500325,CC_ごろつき（男性）,ごろつき（男性）,RoyallSaver,2,Common_0112,0,500325,0,0,1,0,0,1,0,0,0,0,0,0
500329,CC_ごろつき（女性）,ごろつき（女性）,RoyallSaver,2,Common_0112,0,500329,0,0,1,0,0,1,0,0,0,0,0,0
500334,CC_アイシィの部下（男性）,アイシィの部下（男性）,RoyallSaver,1,Common_0112,0,500334,99,1,1,0,0,1,0,0,0,0,0,0
500337,CC_アイシィの部下（女性）,アイシィの部下（女性）,RoyallSaver,6,Common_0112,0,500337,0,0,1,0,0,1,0,0,0,0,0,0
500340,CC_異形,異形,RoyallSaver,1,Common_0112,0,500340,99,1,1,0,0,1,0,0,0,0,0,0
500394,CC_マイザー,マイザー（拳）,RoyallSaver,3,Common_0112,0,500394,0,0,1,0,0,1,0,0,0,0,0,0
500311,CC_ゼシルウェンシー,ゼシルウェンシー,RoyallSaver,8,Common_0112,0,500311,0,0,1,0,0,1,0,0,0,0,0,0
500310,CC_アイシィレンドリング,アイシィレンドリング,RoyallSaver,8,Common_0112,0,500310,0,0,1,0,0,1,0,0,0,0,0,0
500401,CC_セッカ,セッカ（尻尾5本）,RoyallSaver,1,Common_0112,0,500401,0,0,1,0,0,1,0,0,0,0,0,0
500402,CC_ドラーク,ドラーク,RoyallSaver,4,Common_0112,0,500402,0,0,1,0,0,1,0,0,0,0,0,0
500403,CC_カゲロウ,カゲロウ,RoyallSaver,5,Common_0112,0,500403,0,0,1,0,0,1,0,0,0,0,0,0
500404,CC_アルザード,アルザード,RoyallSaver,6,Common_0112,0,500404,0,0,1,0,0,1,0,0,0,0,0,0
510404,CC_？？？,アルザード,RoyallSaver,6,Common_0112,0,2606,0,0,1,0,0,1,0,0,0,0,0,0
500405,CC_ツキカゲ,ツキカゲ,RoyallSaver,5,Common_0112,1,500405,0,0,1,0,0,1,0,0,0,0,0,0
510405,CC_？？？,ツキカゲ,RoyallSaver,5,Common_0112,1,500405,0,0,1,0,0,1,0,0,0,0,0,0
500406,CC_グレイツ,グレイツ,RoyallSaver,4,Common_0112,0,500406,0,0,1,0,0,1,0,0,0,0,0,0
500407,CC_ギド,ギド（人間）,RoyallSaver,6,Common_0112,0,500407,0,0,1,0,0,1,0,0,0,0,0,0
500408,CC_九尾の狐,九尾の狐,RoyallSaver,1,Common_0112,0,500408,0,0,1,0,0,1,0,0,0,0,0,0
500418,CC_ドラゴニュート（男性）,ドラゴニュート（男性）,RoyallSaver,1,Common_0112,0,500418,99,1,1,0,0,1,0,0,0,0,0,0
500420,CC_ドラゴニュート（女性）,ドラゴニュート（女性）,RoyallSaver,1,Common_0112,0,500420,99,1,1,0,0,1,0,0,0,0,0,0
500423,CC_人狼（男性）,人狼（男性）,RoyallSaver,1,Common_0112,0,500423,99,1,1,0,0,1,0,0,0,0,0,0
500426,CC_人狼（女性）,人狼（女性）,RoyallSaver,1,Common_0112,0,500426,99,1,1,0,0,1,0,0,0,0,0,0
500601,CC_アイシィレンドリング（異形）,アイシィレンドリング（異形）,RoyallSaver,8,Common_0112,0,500601,0,0,1,0,0,1,0,0,0,0,0,0
500701,CC_イツルギ,イツルギ,RoyallSaver,6,Common_0112,0,500701,0,0,1,0,0,1,0,0,0,0,0,0
500732,CC_ミズチ＆スーロン,ミズチ＆スーロン,RoyallSaver,4,Common_0112,0,500732,0,0,1,0,0,1,0,0,0,0,0,0
500704,CC_アンサージュ,アンサージュ,RoyallSaver,5,Common_0112,0,500704,0,0,1,0,0,1,0,0,0,0,0,0
500708,CC_災藤,災藤,RoyallSaver,8,Common_0112,0,500708,0,0,1,0,0,1,0,0,0,0,0,0
500709,CC_旅籠煤（攻撃型）,旅籠煤（攻撃型）,RoyallSaver,1,Common_0112,0,500709,99,1,1,0,0,1,0,0,0,0,0,0
500712,CC_タケツミ(異形),タケツミ(異形),RoyallSaver,6,Common_0112,0,500712,0,0,1,0,0,1,0,0,0,0,0,0
500731,CC_メイシア,メイシア,RoyallSaver,8,Common_0112,0,500731,0,0,1,0,0,1,0,0,0,0,0,0
500901,CC_ベルディリア,ベルディリア,RoyallSaver,7,Common_0112,0,500901,0,0,1,0,0,1,0,0,0,0,0,0
500903,CC_ライル,ライル,RoyallSaver,8,Common_0112,0,500903,0,0,1,0,0,1,0,0,0,0,0,0
500904,CC_アマリリス,アマリリス,RoyallSaver,3,Common_0112,0,500904,0,0,1,0,0,1,0,0,0,0,0,0
500902,CC_カステル,カステル,RoyallSaver,1,Common_0112,0,500902,0,0,1,0,0,1,0,0,0,0,0,0
500943,CC_竜,竜,RoyallSaver,4,Common_0112,0,500943,0,0,1,0,0,1,0,0,0,0,0,0
501015,CC_覇王軍の兵,覇王軍の兵,RoyallSaver,4,Common_0112,0,501015,99,1,1,0,0,1,0,0,0,0,0,0
600010,CC_ぴにゃこら太,アイドルマスターシンデレラガールズ,RoyallSaver,0,Common_0112,0,600010,1,1,0,0,0,1,0,0,0,0,0,0
